date_raw,date_parts,date_str,date_dt
2026.04,"['2026', '04']",2026-04,2026-04-01
2025-07-03,"['2025', '07', '03']",2025-07-03,2025-07-03
2026.03.04,"['2026', '03', '04']",2026-03-04,2026-03-04
2025/05,"['2025', '05']",2025-05,2025-05-01
2025.05,"['2025', '05']",2025-05,2025-05-01
09/01/2024,"['09', '01', '2024']",09-01-2024,2024-09-01
2024.07,"['2024', '07']",2024-07,2024-07-01
2024.06.16,"['2024', '06', '16']",2024-06-16,2024-06-16
,,,
2025/03/25,"['2025', '03', '25']",2025-03-25,2025-03-25
2026-02-30,"['2026', '02', '30']",2026-02-30,
2025.12,"['2025', '12']",2025-12,2025-12-01
05/16/2025,"['05', '16', '2025']",05-16-2025,2025-05-16
2024-08-20,"['2024', '08', '20']",2024-08-20,2024-08-20
2024년06월25일,"['2024', '06', '25']",2024-06-25,2024-06-25
2024/12/06,"['2024', '12', '06']",2024-12-06,2024-12-06
2024.02.04,"['2024', '02', '04']",2024-02-04,2024-02-04
2026/02,"['2026', '02']",2026-02,2026-02-01
2024-04,"['2024', '04']",2024-04,2024-04-01
03/24/2026,"['03', '24', '2026']",03-24-2026,2026-03-24
2025년01월03일,"['2025', '01', '03']",2025-01-03,2025-01-03
2024년06월18일,"['2024', '06', '18']",2024-06-18,2024-06-18
2025/07/22,"['2025', '07', '22']",2025-07-22,2025-07-22
2025.01,"['2025', '01']",2025-01,2025-01-01
2025-01-14,"['2025', '01', '14']",2025-01-14,2025-01-14
2025.02,"['2025', '02']",2025-02,2025-02-01
2025/04/25,"['2025', '04', '25']",2025-04-25,2025-04-25
2024.04.21,"['2024', '04', '21']",2024-04-21,2024-04-21
2024.09.24,"['2024', '09', '24']",2024-09-24,2024-09-24
2025.06.23,"['2025', '06', '23']",2025-06-23,2025-06-23
2025/01/24,"['2025', '01', '24']",2025-01-24,2025-01-24
2025.09,"['2025', '09']",2025-09,2025-09-01
2024/07/11,"['2024', '07', '11']",2024-07-11,2024-07-11
2025.08,"['2025', '08']",2025-08,2025-08-01
2025년06월26일,"['2025', '06', '26']",2025-06-26,2025-06-26
2025/12/04,"['2025', '12', '04']",2025-12-04,2025-12-04
2025년12월24일,"['2025', '12', '24']",2025-12-24,2025-12-24
2024-07,"['2024', '07']",2024-07,2024-07-01
2025-09-16,"['2025', '09', '16']",2025-09-16,2025-09-16
2026년01월28일,"['2026', '01', '28']",2026-01-28,2026-01-28
2025/09/26,"['2025', '09', '26']",2025-09-26,2025-09-26
2025-11,"['2025', '11']",2025-11,2025-11-01
2025.02,"['2025', '02']",2025-02,2025-02-01
2026-02,"['2026', '02']",2026-02,2026-02-01
